business_product_instance_id,customer_id,product_id,activation_date,termination_date,Status,distribution_channel
6760,2843,10,2022-01-26,,Active,physical_shop
6761,2844,5,2016-10-03,2020-07-03,Inactive,physical_shop
6762,2844,8,2020-07-03,,Active,online
6763,2845,4,2011-07-30,2021-06-12,Inactive,physical_shop
6764,2845,3,2021-06-12,,Active,online
6765,2845,9,2022-02-09,,Active,physical_shop
6766,2846,4,2012-03-28,,Active,physical_shop
6767,2846,10,2018-02-27,,Active,other
6768,2847,4,2018-09-29,2021-12-17,Inactive,online
6769,2847,1,2021-12-17,,Active,online
6770,2848,3,2021-10-23,,Active,online
6771,2849,5,2018-02-04,2021-12-26,Inactive,physical_shop
6772,2849,7,2018-03-21,2021-12-26,Inactive,physical_shop
6773,2849,6,2021-12-26,,Active,online
6774,2850,12,2017-03-17,2021-09-29,Inactive,physical_shop
6775,2850,7,2019-10-19,2021-09-29,Inactive,physical_shop
6776,2850,8,2021-09-29,,Active,online
6777,2851,12,2010-01-23,2020-05-19,Inactive,physical_shop
6778,2851,4,2020-05-19,,Active,online
6779,2852,5,2010-04-21,,Active,physical_shop
6780,2852,7,2015-08-31,,Active,physical_shop
6781,2853,5,2017-08-27,,Active,physical_shop
6782,2854,12,2013-07-01,,Active,physical_shop
6783,2855,4,2012-06-25,2020-08-01,Inactive,physical_shop
6784,2855,7,2017-02-13,2020-08-01,Inactive,physical_shop
6785,2855,5,2020-08-01,,Active,online
6786,2856,5,2013-08-10,2021-02-23,Inactive,physical_shop
6787,2856,10,2014-02-17,2021-02-23,Inactive,physical_shop
6788,2856,8,2021-02-23,,Active,online
6789,2857,5,2010-08-29,2021-12-03,Inactive,online
6790,2857,10,2013-08-29,2021-12-03,Inactive,physical_shop
6791,2857,12,2021-12-03,,Active,physical_shop
6792,2858,12,2013-06-26,2021-06-19,Inactive,physical_shop
6793,2858,8,2021-06-19,,Active,physical_shop
6794,2859,8,2022-01-09,,Active,online
6795,2860,4,2012-11-01,2021-10-06,Inactive,physical_shop
6796,2860,7,2013-02-18,2021-10-06,Inactive,physical_shop
6797,2860,5,2021-10-06,,Active,physical_shop
6798,2861,5,2011-06-12,2020-10-09,Inactive,physical_shop
6799,2861,12,2020-10-09,,Active,online
6800,2861,7,2021-04-23,,Active,physical_shop
6801,2862,5,2010-05-26,2020-11-02,Inactive,online
6802,2862,10,2014-09-26,2020-11-02,Inactive,physical_shop
6803,2862,8,2020-11-02,,Active,online
6804,2863,5,2014-08-13,2020-01-06,Inactive,physical_shop
6805,2863,7,2017-11-26,2020-01-06,Inactive,physical_shop
6806,2863,12,2020-01-06,,Active,online
6807,2864,4,2016-11-27,2021-05-07,Inactive,online
6808,2864,10,2018-03-21,2021-05-07,Inactive,online
6809,2864,5,2021-05-07,,Active,physical_shop
6810,2865,5,2015-10-24,2022-01-13,Inactive,online
6811,2865,7,2018-07-26,2022-01-13,Inactive,physical_shop
6812,2865,6,2022-01-13,,Active,online
6813,2865,10,2022-02-18,,Active,physical_shop
6814,2866,12,2017-08-13,,Active,physical_shop
6815,2867,4,2019-01-12,2021-04-13,Inactive,online
6816,2867,10,2019-11-21,2021-04-13,Inactive,physical_shop
6817,2867,12,2021-04-13,,Active,online
6818,2868,4,2013-04-18,,Active,online
6819,2869,5,2012-09-05,,Active,physical_shop
6820,2869,10,2013-02-08,,Active,physical_shop
6821,2870,5,2012-12-11,2022-02-04,Inactive,physical_shop
6822,2870,10,2014-09-12,2022-02-04,Inactive,physical_shop
6823,2870,8,2022-02-04,,Active,online
6824,2870,9,2022-02-05,,Active,online
6825,2871,12,2020-08-26,,Active,online
6826,2871,10,2021-01-25,,Active,physical_shop
6827,2872,12,2015-02-07,,Active,physical_shop
6828,2873,5,2011-05-01,2020-08-14,Inactive,online
6829,2873,4,2020-08-14,,Active,online
6830,2874,4,2017-10-13,2020-11-17,Inactive,physical_shop
6831,2874,7,2019-10-12,2020-11-17,Inactive,physical_shop
6832,2874,6,2020-11-17,,Active,online
6833,2875,1,2021-06-07,,Active,online
6834,2876,5,2016-09-13,2021-03-20,Inactive,physical_shop
6835,2876,10,2019-04-13,2021-03-20,Inactive,online
6836,2876,6,2021-03-20,,Active,online
6837,2876,10,2021-09-07,,Active,physical_shop
6838,2877,4,2019-06-15,2020-12-28,Inactive,physical_shop
6839,2877,5,2020-12-28,,Active,online
6840,2878,5,2018-06-11,2020-04-28,Inactive,physical_shop
6841,2878,6,2020-04-28,,Active,online
6842,2879,5,2010-01-03,,Active,physical_shop
6843,2880,12,2016-01-31,2022-01-30,Inactive,physical_shop
6844,2880,4,2022-01-30,,Active,online
6845,2881,5,2020-09-01,,Active,online
6846,2881,10,2021-01-28,,Active,physical_shop
6847,2882,12,2010-08-27,2020-01-10,Inactive,online
6848,2882,5,2020-01-10,,Active,online
6849,2882,7,2022-01-07,,Active,physical_shop
6850,2883,5,2017-05-31,2021-06-03,Inactive,physical_shop
6851,2883,4,2021-06-03,,Active,online
6852,2883,10,2022-01-19,,Active,physical_shop
6853,2884,4,2012-10-13,2021-08-17,Inactive,physical_shop
6854,2884,10,2016-06-19,2021-08-17,Inactive,online
6855,2884,8,2021-08-17,,Active,online
6856,2885,5,2015-10-15,,Active,physical_shop
6857,2886,5,2017-06-29,,Active,physical_shop
6858,2886,7,2017-09-03,,Active,physical_shop
6859,2887,4,2010-08-30,2021-06-28,Inactive,online
6860,2887,7,2016-08-25,2021-06-28,Inactive,physical_shop
6861,2887,8,2021-06-28,,Active,online
6862,2887,10,2021-12-19,,Active,physical_shop
6863,2888,5,2015-10-29,2020-11-06,Inactive,online
6864,2888,10,2019-08-04,2020-11-06,Inactive,physical_shop
6865,2888,6,2020-11-06,,Active,online
6866,2888,10,2022-01-08,,Active,physical_shop
6867,2889,12,2018-04-20,2020-10-30,Inactive,physical_shop
6868,2889,1,2020-10-30,,Active,online
6869,2889,7,2021-06-04,,Active,physical_shop
6870,2890,12,2014-03-20,2021-05-02,Inactive,other
6871,2890,7,2015-08-07,2021-05-02,Inactive,physical_shop
6872,2890,3,2021-05-02,,Active,online
6873,2891,5,2011-03-12,2020-12-04,Inactive,physical_shop
6874,2891,4,2020-12-04,,Active,physical_shop
6875,2892,12,2014-12-02,2020-04-18,Inactive,physical_shop
6876,2892,10,2017-08-17,2020-04-18,Inactive,physical_shop
6877,2892,8,2020-04-18,,Active,online
6878,2892,10,2021-02-19,,Active,other
6879,2893,5,2016-05-11,2020-04-10,Inactive,online
6880,2893,3,2020-04-10,,Active,online
6881,2893,7,2021-03-07,,Active,physical_shop
6882,2894,12,2015-03-01,,Active,physical_shop
6883,2895,5,2016-09-12,,Active,physical_shop
6884,2896,12,2017-06-02,2021-11-07,Inactive,physical_shop
6885,2896,5,2021-11-07,,Active,online
6886,2897,12,2018-06-24,,Active,physical_shop
6887,2897,10,2018-12-03,,Active,physical_shop
6888,2898,5,2012-12-11,2020-02-01,Inactive,physical_shop
6889,2898,3,2020-02-01,,Active,online
6890,2899,5,2017-03-25,2021-09-08,Inactive,physical_shop
6891,2899,7,2017-10-28,2021-09-08,Inactive,online
6892,2899,4,2021-09-08,,Active,online
6893,2900,12,2010-09-18,2020-11-05,Inactive,physical_shop
6894,2900,3,2020-11-05,,Active,online
6895,2900,2,2021-03-07,,Active,physical_shop
6896,2901,3,2020-11-28,,Active,online
6897,2902,5,2018-03-04,2020-06-04,Inactive,physical_shop
6898,2902,1,2020-06-04,,Active,online
6899,2902,7,2021-04-10,,Active,physical_shop
6900,2903,5,2019-09-02,2021-04-15,Inactive,physical_shop
6901,2903,4,2021-04-15,,Active,online
6902,2904,1,2020-12-19,,Active,online
6903,2905,12,2022-02-28,,Active,other
6904,2905,10,2022-03-02,,Active,physical_shop
6905,2906,12,2022-02-10,,Active,physical_shop
6906,2907,5,2018-11-12,2020-04-04,Inactive,online
6907,2907,7,2019-09-16,2020-04-04,Inactive,online
6908,2907,6,2020-04-04,,Active,online
6909,2908,5,2012-06-04,2022-02-16,Inactive,online
6910,2908,6,2022-02-16,,Active,online
6911,2908,10,2022-02-18,,Active,physical_shop
6912,2909,12,2014-04-05,2020-04-13,Inactive,physical_shop
6913,2909,5,2020-04-13,,Active,online
6914,2909,7,2021-05-11,,Active,physical_shop
6915,2910,5,2019-08-12,2020-04-24,Inactive,physical_shop
6916,2910,7,2019-09-22,2020-04-24,Inactive,physical_shop
6917,2910,4,2020-04-24,,Active,online
6918,2911,5,2015-12-30,2020-03-30,Inactive,online
6919,2911,3,2020-03-30,,Active,online
6920,2912,5,2017-05-12,2021-10-20,Inactive,physical_shop
6921,2912,8,2021-10-20,,Active,online
6922,2912,7,2022-01-11,,Active,physical_shop
6923,2913,12,2017-04-15,2020-08-07,Inactive,physical_shop
6924,2913,7,2019-05-11,2020-08-07,Inactive,physical_shop
6925,2913,3,2020-08-07,,Active,online
6926,2913,9,2020-10-09,,Active,physical_shop
6927,2914,4,2021-07-13,,Active,online
6928,2914,7,2021-12-07,,Active,physical_shop
6929,2915,5,2019-06-30,2021-07-23,Inactive,physical_shop
6930,2915,10,2019-09-02,2021-07-23,Inactive,physical_shop
6931,2915,3,2021-07-23,,Active,online
6932,2915,7,2021-07-28,,Active,physical_shop
6933,2916,12,2014-12-16,2020-04-14,Inactive,physical_shop
6934,2916,6,2020-04-14,,Active,online
6935,2917,5,2018-10-04,2020-02-24,Inactive,physical_shop
6936,2917,10,2019-11-07,2020-02-24,Inactive,physical_shop
6937,2917,8,2020-02-24,,Active,other
6938,2918,12,2018-09-09,2020-09-12,Inactive,online
6939,2918,7,2019-07-18,2020-09-12,Inactive,online
6940,2918,4,2020-09-12,,Active,online
6941,2918,10,2021-05-13,,Active,other
6942,2919,12,2020-09-14,,Active,online
6943,2919,10,2021-04-14,,Active,other
6944,2920,5,2016-07-28,2020-01-12,Inactive,physical_shop
6945,2920,7,2018-06-19,2020-01-12,Inactive,physical_shop
6946,2920,8,2020-01-12,,Active,physical_shop
6947,2920,10,2021-03-30,,Active,other
6948,2921,5,2020-12-14,,Active,online
6949,2921,10,2021-05-24,,Active,physical_shop
6950,2922,4,2011-06-13,,Active,physical_shop
6951,2923,5,2018-11-09,2020-04-22,Inactive,physical_shop
6952,2923,7,2019-02-19,2020-04-22,Inactive,physical_shop
6953,2923,8,2020-04-22,,Active,online
6954,2923,9,2020-08-29,,Active,physical_shop
6955,2924,5,2018-10-28,2020-10-01,Inactive,physical_shop
6956,2924,8,2020-10-01,,Active,online
6957,2924,9,2020-10-02,,Active,physical_shop
6958,2925,5,2017-02-27,,Active,physical_shop
6959,2926,12,2013-06-05,2022-02-20,Inactive,online
6960,2926,7,2018-06-27,2022-02-20,Inactive,other
6961,2926,3,2022-02-20,,Active,online
6962,2926,2,2022-02-26,,Active,physical_shop
6963,2927,4,2011-07-26,,Active,physical_shop
6964,2928,5,2012-08-13,2021-09-21,Inactive,physical_shop
6965,2928,8,2021-09-21,,Active,online
6966,2928,7,2022-01-20,,Active,physical_shop
6967,2929,5,2013-11-16,2021-10-15,Inactive,physical_shop
6968,2929,10,2014-09-04,2021-10-15,Inactive,physical_shop
6969,2929,6,2021-10-15,,Active,online
6970,2930,1,2021-05-06,,Active,online
6971,2930,2,2021-07-22,,Active,physical_shop
6972,2931,5,2015-05-21,2020-09-18,Inactive,physical_shop
6973,2931,7,2016-04-12,2020-09-18,Inactive,online
6974,2931,6,2020-09-18,,Active,online
6975,2932,3,2021-09-12,,Active,physical_shop
6976,2932,7,2022-01-10,,Active,other
6977,2933,5,2010-12-05,2021-03-04,Inactive,physical_shop
6978,2933,10,2018-09-19,2021-03-04,Inactive,physical_shop
6979,2933,3,2021-03-04,,Active,online
6980,2934,3,2020-08-25,,Active,online
6981,2934,7,2020-11-22,,Active,physical_shop
6982,2935,12,2019-10-29,2021-01-13,Inactive,physical_shop
6983,2935,6,2021-01-13,,Active,online
6984,2935,9,2021-07-29,,Active,physical_shop
6985,2936,5,2015-09-21,,Active,physical_shop
6986,2936,10,2018-10-31,,Active,physical_shop
6987,2937,5,2019-05-18,,Active,physical_shop
6988,2937,10,2019-10-08,,Active,online
6989,2938,8,2021-06-17,,Active,online
6990,2939,5,2014-04-13,,Active,physical_shop
6991,2940,4,2013-11-10,2021-03-09,Inactive,physical_shop
6992,2940,7,2013-11-17,2021-03-09,Inactive,physical_shop
6993,2940,5,2021-03-09,,Active,online
6994,2940,7,2021-11-11,,Active,online
6995,2941,12,2013-12-05,2020-08-22,Inactive,physical_shop
6996,2941,10,2016-10-20,2020-08-22,Inactive,online
6997,2941,1,2020-08-22,,Active,online
6998,2942,5,2019-08-09,2020-10-03,Inactive,physical_shop
6999,2942,7,2019-10-03,2020-10-03,Inactive,physical_shop
7000,2942,4,2020-10-03,,Active,online
7001,2942,7,2021-12-13,,Active,physical_shop
7002,2943,4,2016-12-21,,Active,physical_shop
7003,2943,10,2018-11-24,,Active,physical_shop
7004,2944,5,2010-04-14,2021-05-19,Inactive,physical_shop
7005,2944,10,2017-05-10,2021-05-19,Inactive,other
7006,2944,8,2021-05-19,,Active,physical_shop
7007,2944,7,2022-02-25,,Active,physical_shop
7008,2945,12,2016-03-30,,Active,physical_shop
7009,2946,5,2016-02-13,2021-04-04,Inactive,physical_shop
7010,2946,12,2021-04-04,,Active,online
7011,2946,10,2021-09-25,,Active,physical_shop
7012,2947,5,2016-07-24,,Active,physical_shop
7013,2948,12,2018-07-07,2020-11-05,Inactive,physical_shop
7014,2948,7,2019-09-24,2020-11-05,Inactive,physical_shop
7015,2948,1,2020-11-05,,Active,online
7016,2949,8,2020-02-01,,Active,physical_shop
7017,2949,10,2021-06-29,,Active,physical_shop
7018,2950,4,2021-02-28,,Active,physical_shop
7019,2951,5,2019-01-30,,Active,physical_shop
7020,2952,3,2020-06-27,,Active,online
7021,2953,6,2022-01-02,,Active,online
7022,2953,9,2022-02-03,,Active,physical_shop
7023,2954,5,2017-08-30,2020-07-18,Inactive,other
7024,2954,3,2020-07-18,,Active,online
7025,2954,7,2021-03-27,,Active,online
7026,2955,4,2014-01-07,2020-08-30,Inactive,physical_shop
7027,2955,6,2020-08-30,,Active,physical_shop
7028,2955,10,2020-11-22,,Active,online
7029,2956,5,2014-08-22,2021-09-20,Inactive,online
7030,2956,7,2019-02-20,2021-09-20,Inactive,physical_shop
7031,2956,3,2021-09-20,,Active,online
7032,2956,7,2022-01-31,,Active,physical_shop
7033,2957,4,2011-05-17,2021-03-26,Inactive,physical_shop
7034,2957,7,2012-09-10,2021-03-26,Inactive,online
7035,2957,1,2021-03-26,,Active,physical_shop
7036,2958,12,2016-11-25,2020-09-12,Inactive,physical_shop
7037,2958,10,2017-03-04,2020-09-12,Inactive,physical_shop
7038,2958,3,2020-09-12,,Active,online
7039,2959,4,2020-09-26,,Active,physical_shop
7040,2960,5,2011-07-15,,Active,physical_shop
7041,2960,7,2014-05-23,,Active,physical_shop
7042,2961,12,2014-06-30,2020-08-25,Inactive,online
7043,2961,7,2019-06-27,2020-08-25,Inactive,other
7044,2961,5,2020-08-25,,Active,other
7045,2962,12,2013-10-23,2022-03-01,Inactive,physical_shop
7046,2962,3,2022-03-01,,Active,online
7047,2962,9,2022-03-02,,Active,physical_shop
7048,2963,12,2016-06-08,2020-11-16,Inactive,physical_shop
7049,2963,3,2020-11-16,,Active,online
7050,2963,9,2020-12-26,,Active,physical_shop
7051,2964,5,2012-12-16,2022-02-15,Inactive,physical_shop
7052,2964,7,2017-05-15,2022-02-15,Inactive,physical_shop
7053,2964,3,2022-02-15,,Active,online
7054,2965,1,2021-01-01,,Active,other
7055,2965,2,2021-01-31,,Active,physical_shop
7056,2966,4,2018-07-19,2020-04-22,Inactive,online
7057,2966,8,2020-04-22,,Active,online
7058,2966,9,2020-12-17,,Active,physical_shop
7059,2967,12,2021-05-01,,Active,online
7060,2967,7,2021-05-20,,Active,physical_shop
7061,2968,12,2019-02-13,2021-11-06,Inactive,physical_shop
7062,2968,6,2021-11-06,,Active,other
7063,2968,9,2022-01-27,,Active,online
7064,2969,4,2016-02-06,2020-10-24,Inactive,online
7065,2969,7,2017-11-28,2020-10-24,Inactive,physical_shop
7066,2969,3,2020-10-24,,Active,other
7067,2970,4,2011-11-23,2020-01-22,Inactive,online
7068,2970,7,2019-08-29,2020-01-22,Inactive,physical_shop
7069,2970,8,2020-01-22,,Active,physical_shop
7070,2971,1,2022-01-17,,Active,online
7071,2972,12,2011-03-11,2021-09-08,Inactive,physical_shop
7072,2972,7,2018-09-10,2021-09-08,Inactive,physical_shop
7073,2972,5,2021-09-08,,Active,online
7074,2972,7,2022-01-30,,Active,physical_shop
7075,2973,6,2020-10-27,,Active,physical_shop
7076,2974,5,2016-06-27,,Active,physical_shop
7077,2975,5,2018-12-29,2020-09-19,Inactive,physical_shop
7078,2975,3,2020-09-19,,Active,online
7079,2975,7,2021-07-02,,Active,physical_shop
7080,2976,5,2010-02-11,2021-03-16,Inactive,physical_shop
7081,2976,7,2015-08-02,2021-03-16,Inactive,physical_shop
7082,2976,8,2021-03-16,,Active,physical_shop
7083,2977,1,2020-06-21,,Active,online
7084,2977,7,2021-02-01,,Active,online
7085,2978,5,2019-01-09,2020-07-09,Inactive,physical_shop
7086,2978,7,2019-07-28,2020-07-09,Inactive,physical_shop
7087,2978,3,2020-07-09,,Active,online
7088,2978,9,2021-03-13,,Active,online
7089,2979,4,2011-07-31,2020-04-23,Inactive,physical_shop
7090,2979,7,2016-06-13,2020-04-23,Inactive,physical_shop
7091,2979,5,2020-04-23,,Active,online
7092,2979,10,2021-04-14,,Active,other
7093,2980,4,2011-09-14,,Active,physical_shop
7094,2980,10,2016-07-19,,Active,physical_shop
7095,2981,5,2019-01-15,2020-05-21,Inactive,physical_shop
7096,2981,6,2020-05-21,,Active,online
7097,2982,5,2011-05-07,2021-09-13,Inactive,physical_shop
7098,2982,4,2021-09-13,,Active,online
7099,2982,10,2021-10-11,,Active,online
7100,2983,5,2010-04-25,2021-08-25,Inactive,online
7101,2983,8,2021-08-25,,Active,online
7102,2983,9,2021-10-16,,Active,physical_shop
7103,2984,3,2022-02-25,,Active,online
7104,2985,12,2020-03-27,,Active,online
7105,2985,10,2020-05-13,,Active,physical_shop
7106,2986,1,2021-12-13,,Active,online
7107,2987,5,2018-11-09,2020-08-02,Inactive,physical_shop
7108,2987,3,2020-08-02,,Active,online
7109,2987,7,2022-02-24,,Active,online
7110,2988,12,2013-10-18,2020-01-08,Inactive,physical_shop
7111,2988,8,2020-01-08,,Active,online
7112,2988,7,2020-08-05,,Active,online
7113,2989,5,2014-11-09,2020-08-18,Inactive,physical_shop
7114,2989,8,2020-08-18,,Active,online
7115,2990,3,2021-12-21,,Active,online
7116,2991,4,2018-03-20,2021-03-05,Inactive,physical_shop
7117,2991,7,2019-01-09,2021-03-05,Inactive,online
7118,2991,1,2021-03-05,,Active,online
7119,2991,7,2021-06-08,,Active,physical_shop
7120,2992,4,2011-09-15,2021-08-25,Inactive,physical_shop
7121,2992,7,2013-04-10,2021-08-25,Inactive,physical_shop
7122,2992,5,2021-08-25,,Active,online
7123,2992,10,2021-10-05,,Active,physical_shop
7124,2993,5,2011-04-26,2020-05-04,Inactive,physical_shop
7125,2993,10,2019-03-27,2020-05-04,Inactive,physical_shop
7126,2993,1,2020-05-04,,Active,physical_shop
7127,2993,2,2021-04-22,,Active,physical_shop
7128,2994,4,2017-02-07,2020-02-03,Inactive,physical_shop
7129,2994,1,2020-02-03,,Active,online
7130,2995,12,2010-03-24,,Active,online
7131,2995,10,2016-11-06,,Active,physical_shop
7132,2996,12,2011-02-05,2020-09-06,Inactive,online
7133,2996,7,2014-03-12,2020-09-06,Inactive,physical_shop
7134,2996,5,2020-09-06,,Active,physical_shop
7135,2996,10,2021-08-12,,Active,physical_shop
7136,2997,12,2015-08-16,2021-04-25,Inactive,physical_shop
7137,2997,1,2021-04-25,,Active,online
7138,2998,6,2021-09-11,,Active,online
7139,2999,5,2021-02-02,,Active,physical_shop
7140,3000,5,2013-01-12,2021-01-31,Inactive,other
7141,3000,12,2021-01-31,,Active,online
7142,3001,12,2016-07-26,2020-05-02,Inactive,online
7143,3001,8,2020-05-02,,Active,online
7144,3002,12,2011-03-29,2020-09-19,Inactive,online
7145,3002,7,2018-05-05,2020-09-19,Inactive,physical_shop
7146,3002,3,2020-09-19,,Active,online
7147,3002,2,2021-06-16,,Active,physical_shop
7148,3003,4,2017-11-21,2021-11-08,Inactive,physical_shop
7149,3003,10,2018-11-25,2021-11-08,Inactive,physical_shop
7150,3003,5,2021-11-08,,Active,online
7151,3004,4,2015-06-19,2021-04-13,Inactive,physical_shop
7152,3004,12,2021-04-13,,Active,online
7153,3005,5,2015-06-10,2021-12-17,Inactive,physical_shop
7154,3005,10,2018-01-15,2021-12-17,Inactive,physical_shop
7155,3005,4,2021-12-17,,Active,online
7156,3006,5,2014-07-25,2020-07-05,Inactive,physical_shop
7157,3006,8,2020-07-05,,Active,online
7158,3006,7,2020-10-28,,Active,physical_shop
7159,3007,5,2017-02-18,2021-05-18,Inactive,physical_shop
7160,3007,12,2021-05-18,,Active,physical_shop
7161,3008,5,2015-06-26,2020-05-27,Inactive,physical_shop
7162,3008,7,2017-03-07,2020-05-27,Inactive,online
7163,3008,1,2020-05-27,,Active,physical_shop
7164,3008,7,2021-10-08,,Active,physical_shop
7165,3009,4,2019-12-15,,Active,physical_shop
7166,3009,7,2019-12-23,,Active,online
7167,3010,5,2010-06-19,2021-02-10,Inactive,online
7168,3010,6,2021-02-10,,Active,online
7169,3011,1,2021-07-04,,Active,online
7170,3012,5,2011-01-23,2021-02-05,Inactive,physical_shop
7171,3012,8,2021-02-05,,Active,physical_shop
7172,3013,5,2019-09-29,2021-11-05,Inactive,physical_shop
7173,3013,7,2019-10-23,2021-11-05,Inactive,physical_shop
7174,3013,3,2021-11-05,,Active,other
7175,3014,5,2010-09-27,2020-12-16,Inactive,physical_shop
7176,3014,13,2020-12-16,,Active,online
7177,3014,7,2021-06-20,,Active,other
7178,3015,12,2015-07-09,2020-04-15,Inactive,physical_shop
7179,3015,4,2020-04-15,,Active,online
7180,3016,4,2013-03-03,2020-04-27,Inactive,online
7181,3016,5,2020-04-27,,Active,physical_shop
7182,3017,12,2021-03-28,,Active,online
7183,3018,12,2017-04-23,2020-09-23,Inactive,online
7184,3018,1,2020-09-23,,Active,physical_shop
7185,3019,3,2021-12-20,,Active,online
7186,3020,5,2020-02-01,,Active,online
7187,3020,7,2020-06-25,,Active,physical_shop
7188,3021,12,2013-08-28,2021-03-09,Inactive,physical_shop
7189,3021,8,2021-03-09,,Active,online
7190,3021,7,2021-10-05,,Active,physical_shop
7191,3022,4,2017-12-31,,Active,online
7192,3023,12,2015-05-11,2021-12-31,Inactive,physical_shop
7193,3023,10,2018-10-05,2021-12-31,Inactive,online
7194,3023,6,2021-12-31,,Active,online
7195,3024,8,2020-03-23,,Active,online
7196,3025,12,2015-11-22,2020-07-28,Inactive,physical_shop
7197,3025,7,2017-08-30,2020-07-28,Inactive,physical_shop
7198,3025,4,2020-07-28,,Active,online
7199,3025,7,2020-12-22,,Active,online
7200,3026,4,2020-09-27,,Active,physical_shop
7201,3027,5,2013-08-19,2020-12-16,Inactive,physical_shop
7202,3027,8,2020-12-16,,Active,online
7203,3028,5,2014-01-31,2021-03-25,Inactive,physical_shop
7204,3028,7,2016-12-25,2021-03-25,Inactive,physical_shop
7205,3028,12,2021-03-25,,Active,other
7206,3028,7,2021-11-27,,Active,physical_shop
7207,3029,5,2012-08-25,2020-02-16,Inactive,physical_shop
7208,3029,7,2019-12-30,2020-02-16,Inactive,physical_shop
7209,3029,8,2020-02-16,,Active,online
7210,3029,10,2020-10-01,,Active,physical_shop
7211,3030,5,2016-06-24,2021-12-17,Inactive,other
7212,3030,8,2021-12-17,,Active,online
7213,3030,7,2022-02-13,,Active,physical_shop
7214,3031,5,2010-06-01,2020-11-17,Inactive,physical_shop
7215,3031,10,2018-06-14,2020-11-17,Inactive,physical_shop
7216,3031,3,2020-11-17,,Active,physical_shop
7217,3032,4,2018-12-25,2020-09-12,Inactive,online
7218,3032,5,2020-09-12,,Active,online
7219,3032,10,2021-04-19,,Active,physical_shop
7220,3033,1,2021-03-31,,Active,online
7221,3034,8,2022-02-05,,Active,online
7222,3034,7,2022-02-10,,Active,physical_shop
7223,3035,4,2019-05-23,2020-08-20,Inactive,online
7224,3035,10,2019-06-27,2020-08-20,Inactive,physical_shop
7225,3035,3,2020-08-20,,Active,physical_shop
7226,3035,2,2021-07-29,,Active,physical_shop
7227,3036,5,2012-06-17,,Active,physical_shop
7228,3036,7,2014-04-18,,Active,physical_shop
7229,3037,12,2015-07-05,2020-06-10,Inactive,physical_shop
7230,3037,4,2020-06-10,,Active,physical_shop
7231,3037,10,2021-02-16,,Active,physical_shop
7232,3038,5,2011-01-19,2020-10-09,Inactive,physical_shop
7233,3038,10,2011-02-12,2020-10-09,Inactive,physical_shop
7234,3038,1,2020-10-09,,Active,online
7235,3039,5,2015-06-11,2021-01-21,Inactive,physical_shop
7236,3039,7,2017-08-05,2021-01-21,Inactive,physical_shop
7237,3039,12,2021-01-21,,Active,online
7238,3039,7,2021-10-04,,Active,physical_shop
7239,3040,6,2020-12-18,,Active,online
7240,3041,12,2013-04-23,2020-09-13,Inactive,physical_shop
7241,3041,7,2019-11-21,2020-09-13,Inactive,other
7242,3041,4,2020-09-13,,Active,online
7243,3042,5,2016-09-03,2020-05-08,Inactive,physical_shop
7244,3042,7,2017-03-04,2020-05-08,Inactive,physical_shop
7245,3042,12,2020-05-08,,Active,online
7246,3043,12,2011-12-18,2020-07-15,Inactive,physical_shop
7247,3043,6,2020-07-15,,Active,online
7248,3044,5,2018-06-17,,Active,physical_shop
7249,3045,1,2020-03-19,,Active,physical_shop
7250,3046,12,2011-05-21,2020-02-11,Inactive,physical_shop
7251,3046,5,2020-02-11,,Active,online
7252,3047,8,2022-02-08,,Active,online
7253,3048,12,2014-05-24,2021-12-22,Inactive,physical_shop
7254,3048,7,2014-09-17,2021-12-22,Inactive,physical_shop
7255,3048,3,2021-12-22,,Active,online
7256,3048,2,2022-01-06,,Active,physical_shop
7257,3049,5,2016-10-25,,Active,physical_shop
7258,3050,12,2014-10-22,2020-09-19,Inactive,physical_shop
7259,3050,4,2020-09-19,,Active,online
7260,3050,7,2021-11-24,,Active,physical_shop
7261,3051,12,2013-09-11,,Active,physical_shop
7262,3052,12,2018-12-09,,Active,physical_shop
7263,3052,7,2019-05-26,,Active,physical_shop
7264,3053,5,2013-11-06,,Active,physical_shop
7265,3053,10,2017-06-10,,Active,physical_shop
7266,3054,5,2010-07-10,2020-08-29,Inactive,physical_shop
7267,3054,7,2016-04-11,2020-08-29,Inactive,physical_shop
7268,3054,3,2020-08-29,,Active,online
7269,3054,9,2021-09-15,,Active,physical_shop
7270,3055,4,2017-02-03,2021-02-09,Inactive,online
7271,3055,8,2021-02-09,,Active,physical_shop
7272,3055,10,2021-06-05,,Active,physical_shop
7273,3056,12,2019-01-05,,Active,physical_shop
7274,3057,12,2013-11-24,,Active,physical_shop
7275,3057,7,2019-02-14,,Active,physical_shop
7276,3058,5,2013-08-22,2020-03-11,Inactive,online
7277,3058,6,2020-03-11,,Active,online
7278,3059,5,2021-08-15,,Active,online
7279,3059,10,2021-09-20,,Active,physical_shop
7280,3060,4,2020-07-04,,Active,physical_shop
7281,3060,7,2021-05-23,,Active,physical_shop
7282,3061,4,2015-09-11,2020-06-24,Inactive,other
7283,3061,6,2020-06-24,,Active,other
7284,3062,12,2015-06-29,2021-10-08,Inactive,physical_shop
7285,3062,4,2021-10-08,,Active,online
7286,3063,4,2020-05-01,,Active,online
7287,3064,5,2018-02-21,2022-02-16,Inactive,physical_shop
7288,3064,8,2022-02-16,,Active,online
