charge_id,business_product_instance_id,charge_counter,date,cost,event_type
541,20,69086.6,2021-08-31,75851.6,recurrent
542,20,35532.2,2021-09-30,42297.2,recurrent
543,20,49797.0,2021-10-31,56562.0,recurrent
544,20,45272.7,2021-11-30,52037.7,recurrent
545,20,50320.6,2021-12-31,57085.6,recurrent
546,20,38391.1,2022-01-31,45156.1,recurrent
547,20,53366.5,2022-02-28,60131.5,recurrent
548,20,6359.1,2022-03-31,13124.1,recurrent
549,21,20372.0,2020-05-31,27577.0,recurrent
550,21,44323.4,2020-06-30,51528.4,recurrent
551,21,39718.8,2020-07-31,46923.8,recurrent
552,21,51482.2,2020-08-31,58687.2,recurrent
553,21,52740.6,2020-09-30,59945.6,recurrent
554,21,57651.0,2020-10-31,64856.0,recurrent
555,21,71669.4,2020-11-30,78874.4,recurrent
556,21,55891.0,2020-12-31,63096.0,recurrent
557,21,48896.1,2021-01-31,56101.1,recurrent
558,21,36813.7,2021-02-28,44018.7,recurrent
559,21,55027.5,2021-03-31,62232.5,recurrent
560,21,51580.1,2021-04-30,58785.1,recurrent
561,21,51814.4,2021-05-31,59019.4,recurrent
562,21,54468.7,2021-06-30,61673.7,recurrent
563,21,42384.1,2021-07-31,49589.1,recurrent
564,21,55388.3,2021-08-31,62593.3,recurrent
565,21,62394.2,2021-09-30,69599.2,recurrent
566,21,48304.3,2021-10-31,55509.3,recurrent
567,21,48768.5,2021-11-30,55973.5,recurrent
568,21,59829.0,2021-12-31,67034.0,recurrent
569,21,49791.5,2022-01-31,56996.5,recurrent
570,21,44543.4,2022-02-28,51748.4,recurrent
571,21,5743.1,2022-03-31,12948.1,recurrent
572,22,0.0,2020-05-31,1100.0,recurrent
573,22,0.0,2020-06-30,1100.0,recurrent
574,22,0.0,2020-07-31,1100.0,recurrent
575,22,0.0,2020-08-31,1100.0,recurrent
576,22,0.0,2020-09-30,1100.0,recurrent
577,22,0.0,2020-10-31,1100.0,recurrent
578,22,0.0,2020-11-30,1100.0,recurrent
579,22,0.0,2020-12-31,1100.0,recurrent
580,22,0.0,2021-01-31,1100.0,recurrent
581,22,0.0,2021-02-28,1100.0,recurrent
582,22,0.0,2021-03-31,1100.0,recurrent
583,22,0.0,2021-04-30,1100.0,recurrent
584,22,0.0,2021-05-31,1100.0,recurrent
585,22,0.0,2021-06-30,1100.0,recurrent
586,22,0.0,2021-07-31,1100.0,recurrent
587,22,0.0,2021-08-31,1100.0,recurrent
588,22,0.0,2021-09-30,1100.0,recurrent
589,22,0.0,2021-10-31,1100.0,recurrent
590,22,0.0,2021-11-30,1100.0,recurrent
591,22,0.0,2021-12-31,1100.0,recurrent
592,22,0.0,2022-01-31,1100.0,recurrent
593,22,0.0,2022-02-28,1100.0,recurrent
594,22,0.0,2022-03-31,1100.0,recurrent
595,23,20413.8,2011-06-30,27178.8,recurrent
596,23,156844.6,2011-07-31,163609.6,recurrent
597,23,147363.7,2011-08-31,154128.7,recurrent
598,23,173459.0,2011-09-30,180224.0,recurrent
599,23,153167.3,2011-10-31,159932.3,recurrent
600,23,153569.9,2011-11-30,160334.9,recurrent
601,23,202538.6,2011-12-31,209303.6,recurrent
602,23,182054.4,2012-01-31,188819.4,recurrent
603,23,142419.2,2012-02-29,149184.2,recurrent
604,23,170737.6,2012-03-31,177502.6,recurrent
605,23,166032.9,2012-04-30,172797.9,recurrent
606,23,153265.2,2012-05-31,160030.2,recurrent
607,23,141570.0,2012-06-30,148335.0,recurrent
608,23,170903.7,2012-07-31,177668.7,recurrent
609,23,164951.6,2012-08-31,171716.6,recurrent
610,23,161445.9,2012-09-30,168210.9,recurrent
611,23,178385.9,2012-10-31,185150.9,recurrent
612,23,166105.5,2012-11-30,172870.5,recurrent
613,23,169329.6,2012-12-31,176094.6,recurrent
614,23,179081.1,2013-01-31,185846.1,recurrent
615,23,159802.5,2013-02-28,166567.5,recurrent
616,23,165352.0,2013-03-31,172117.0,recurrent
617,23,164166.2,2013-04-30,170931.2,recurrent
618,23,169478.1,2013-05-31,176243.1,recurrent
619,23,169389.0,2013-06-30,176154.0,recurrent
620,23,169108.5,2013-07-31,175873.5,recurrent
621,23,184523.9,2013-08-31,191288.9,recurrent
622,23,188394.8,2013-09-30,195159.8,recurrent
623,23,160576.9,2013-10-31,167341.9,recurrent
624,23,156769.8,2013-11-30,163534.8,recurrent
625,23,173330.3,2013-12-31,180095.3,recurrent
626,23,151572.3,2014-01-31,158337.3,recurrent
627,23,171721.0,2014-02-28,178486.0,recurrent
628,23,153739.3,2014-03-31,160504.3,recurrent
629,23,164082.6,2014-04-30,170847.6,recurrent
630,23,169921.4,2014-05-31,176686.4,recurrent
631,23,147629.9,2014-06-30,154394.9,recurrent
632,23,161273.2,2014-07-31,168038.2,recurrent
633,23,167335.3,2014-08-31,174100.3,recurrent
634,23,161299.6,2014-09-30,168064.6,recurrent
635,23,176134.2,2014-10-31,182899.2,recurrent
636,23,155010.9,2014-11-30,161775.9,recurrent
637,23,163994.6,2014-12-31,170759.6,recurrent
638,23,165238.7,2015-01-31,172003.7,recurrent
639,23,154334.4,2015-02-28,161099.4,recurrent
640,23,166940.4,2015-03-31,173705.4,recurrent
641,23,162148.8,2015-04-30,168913.8,recurrent
642,23,151902.3,2015-05-31,158667.3,recurrent
643,23,134875.4,2015-06-30,141640.4,recurrent
644,23,179755.4,2015-07-31,186520.4,recurrent
645,23,208033.1,2015-08-31,214798.1,recurrent
646,23,174209.2,2015-09-30,180974.2,recurrent
647,23,189374.9,2015-10-31,196139.9,recurrent
648,23,158150.3,2015-11-30,164915.3,recurrent
649,23,168679.5,2015-12-31,175444.5,recurrent
650,23,173501.9,2016-01-31,180266.9,recurrent
651,23,160800.2,2016-02-29,167565.2,recurrent
652,23,163069.5,2016-03-31,169834.5,recurrent
653,23,133071.4,2016-04-30,139836.4,recurrent
654,23,162793.4,2016-05-31,169558.4,recurrent
655,23,158544.1,2016-06-30,165309.1,recurrent
656,23,152297.2,2016-07-31,159062.2,recurrent
657,23,148094.1,2016-08-31,154859.1,recurrent
658,23,169477.0,2016-09-30,176242.0,recurrent
659,23,161936.5,2016-10-31,168701.5,recurrent
660,23,176447.7,2016-11-30,183212.7,recurrent
661,23,165209.0,2016-12-31,171974.0,recurrent
662,23,159267.9,2017-01-31,166032.9,recurrent
663,23,153145.3,2017-02-28,159910.3,recurrent
664,23,161993.7,2017-03-31,168758.7,recurrent
665,23,176168.3,2017-04-30,182933.3,recurrent
666,23,186775.6,2017-05-31,193540.6,recurrent
667,23,181134.8,2017-06-30,187899.8,recurrent
668,23,148371.3,2017-07-31,155136.3,recurrent
669,23,168951.2,2017-08-31,175716.2,recurrent
670,23,164857.0,2017-09-30,171622.0,recurrent
671,23,159099.6,2017-10-31,165864.6,recurrent
672,23,158989.6,2017-11-30,165754.6,recurrent
673,23,178175.8,2017-12-31,184940.8,recurrent
674,23,181913.6,2018-01-31,188678.6,recurrent
675,23,155626.9,2018-02-28,162391.9,recurrent
676,23,180105.2,2018-03-31,186870.2,recurrent
677,23,145974.4,2018-04-30,152739.4,recurrent
678,23,145751.1,2018-05-31,152516.1,recurrent
679,23,153816.3,2018-06-30,160581.3,recurrent
680,23,164293.8,2018-07-31,171058.8,recurrent
681,23,181371.3,2018-08-31,188136.3,recurrent
682,23,150931.0,2018-09-30,157696.0,recurrent
683,23,165647.9,2018-10-31,172412.9,recurrent
684,23,156832.5,2018-11-30,163597.5,recurrent
685,23,179194.4,2018-12-31,185959.4,recurrent
686,23,161414.0,2019-01-31,168179.0,recurrent
687,23,129878.1,2019-02-28,136643.1,recurrent
688,23,175067.2,2019-03-31,181832.2,recurrent
689,23,183052.1,2019-04-30,189817.1,recurrent
690,23,194317.2,2019-05-31,201082.2,recurrent
691,23,155753.4,2019-06-30,162518.4,recurrent
692,23,165919.6,2019-07-31,172684.6,recurrent
693,23,169810.3,2019-08-31,176575.3,recurrent
694,23,153942.8,2019-09-30,160707.8,recurrent
695,23,139803.4,2019-10-31,146568.4,recurrent
696,23,148677.1,2019-11-30,155442.1,recurrent
697,23,171392.1,2019-12-31,178157.1,recurrent
698,23,152572.2,2020-01-31,159337.2,recurrent
699,23,162244.5,2020-02-29,169009.5,recurrent
700,23,152598.6,2020-03-31,159363.6,recurrent
701,23,160891.5,2020-04-30,167656.5,recurrent
702,23,170813.5,2020-05-31,177578.5,recurrent
703,23,158446.2,2020-06-30,165211.2,recurrent
704,23,171322.8,2020-07-31,178087.8,recurrent
705,23,166774.3,2020-08-31,173539.3,recurrent
706,23,180634.3,2020-09-30,187399.3,recurrent
707,23,158416.5,2020-10-31,165181.5,recurrent
708,23,154793.1,2020-11-30,161558.1,recurrent
709,23,153406.0,2020-12-31,160171.0,recurrent
710,23,160834.3,2021-01-31,167599.3,recurrent
711,23,162406.2,2021-02-28,169171.2,recurrent
712,23,152028.8,2021-03-31,158793.8,recurrent
713,23,162567.9,2021-04-30,169332.9,recurrent
714,23,157517.8,2021-05-31,164282.8,recurrent
715,23,187869.0,2021-06-30,194634.0,recurrent
716,23,181497.8,2021-07-31,188262.8,recurrent
717,23,169359.3,2021-08-31,176124.3,recurrent
718,23,155580.7,2021-09-30,162345.7,recurrent
719,23,157313.2,2021-10-31,164078.2,recurrent
720,23,169842.2,2021-11-30,176607.2,recurrent
721,23,164501.7,2021-12-31,171266.7,recurrent
722,23,50106.1,2022-01-31,56871.1,recurrent
723,24,0.0,2016-02-29,1100.0,recurrent
724,24,0.0,2016-03-31,1100.0,recurrent
725,24,0.0,2016-04-30,1100.0,recurrent
726,24,0.0,2016-05-31,1100.0,recurrent
727,24,0.0,2016-06-30,1100.0,recurrent
728,24,0.0,2016-07-31,1100.0,recurrent
729,24,0.0,2016-08-31,1100.0,recurrent
730,24,0.0,2016-09-30,1100.0,recurrent
731,24,0.0,2016-10-31,1100.0,recurrent
732,24,0.0,2016-11-30,1100.0,recurrent
733,24,0.0,2016-12-31,1100.0,recurrent
734,24,0.0,2017-01-31,1100.0,recurrent
735,24,0.0,2017-02-28,1100.0,recurrent
736,24,0.0,2017-03-31,1100.0,recurrent
737,24,0.0,2017-04-30,1100.0,recurrent
738,24,0.0,2017-05-31,1100.0,recurrent
739,24,0.0,2017-06-30,1100.0,recurrent
740,24,0.0,2017-07-31,1100.0,recurrent
741,24,0.0,2017-08-31,1100.0,recurrent
742,24,0.0,2017-09-30,1100.0,recurrent
743,24,0.0,2017-10-31,1100.0,recurrent
744,24,0.0,2017-11-30,1100.0,recurrent
745,24,0.0,2017-12-31,1100.0,recurrent
746,24,0.0,2018-01-31,1100.0,recurrent
747,24,0.0,2018-02-28,1100.0,recurrent
748,24,0.0,2018-03-31,1100.0,recurrent
749,24,0.0,2018-04-30,1100.0,recurrent
750,24,0.0,2018-05-31,1100.0,recurrent
751,24,0.0,2018-06-30,1100.0,recurrent
752,24,0.0,2018-07-31,1100.0,recurrent
753,24,0.0,2018-08-31,1100.0,recurrent
754,24,0.0,2018-09-30,1100.0,recurrent
755,24,0.0,2018-10-31,1100.0,recurrent
756,24,0.0,2018-11-30,1100.0,recurrent
757,24,0.0,2018-12-31,1100.0,recurrent
758,24,0.0,2019-01-31,1100.0,recurrent
759,24,0.0,2019-02-28,1100.0,recurrent
760,24,0.0,2019-03-31,1100.0,recurrent
761,24,0.0,2019-04-30,1100.0,recurrent
762,24,0.0,2019-05-31,1100.0,recurrent
763,24,0.0,2019-06-30,1100.0,recurrent
764,24,0.0,2019-07-31,1100.0,recurrent
765,24,0.0,2019-08-31,1100.0,recurrent
766,24,0.0,2019-09-30,1100.0,recurrent
767,24,0.0,2019-10-31,1100.0,recurrent
768,24,0.0,2019-11-30,1100.0,recurrent
769,24,0.0,2019-12-31,1100.0,recurrent
770,24,0.0,2020-01-31,1100.0,recurrent
771,24,0.0,2020-02-29,1100.0,recurrent
772,24,0.0,2020-03-31,1100.0,recurrent
773,24,0.0,2020-04-30,1100.0,recurrent
774,24,0.0,2020-05-31,1100.0,recurrent
775,24,0.0,2020-06-30,1100.0,recurrent
776,24,0.0,2020-07-31,1100.0,recurrent
777,24,0.0,2020-08-31,1100.0,recurrent
778,24,0.0,2020-09-30,1100.0,recurrent
779,24,0.0,2020-10-31,1100.0,recurrent
780,24,0.0,2020-11-30,1100.0,recurrent
781,24,0.0,2020-12-31,1100.0,recurrent
782,24,0.0,2021-01-31,1100.0,recurrent
783,24,0.0,2021-02-28,1100.0,recurrent
784,24,0.0,2021-03-31,1100.0,recurrent
785,24,0.0,2021-04-30,1100.0,recurrent
786,24,0.0,2021-05-31,1100.0,recurrent
787,24,0.0,2021-06-30,1100.0,recurrent
788,24,0.0,2021-07-31,1100.0,recurrent
789,24,0.0,2021-08-31,1100.0,recurrent
790,24,0.0,2021-09-30,1100.0,recurrent
791,24,0.0,2021-10-31,1100.0,recurrent
792,24,0.0,2021-11-30,1100.0,recurrent
793,24,0.0,2021-12-31,1100.0,recurrent
794,24,0.0,2022-01-31,1100.0,recurrent
795,25,669.9,2022-01-31,2649.9,recurrent
796,25,679.8,2022-02-28,2659.8,recurrent
797,25,115.5,2022-03-31,2095.5,recurrent
798,26,54860.3,2017-04-30,61625.3,recurrent
799,26,109916.4,2017-05-31,116681.4,recurrent
800,26,98565.5,2017-06-30,105330.5,recurrent
801,26,97313.7,2017-07-31,104078.7,recurrent
802,26,97944.0,2017-08-31,104709.0,recurrent
803,26,87712.9,2017-09-30,94477.9,recurrent
804,26,103801.5,2017-10-31,110566.5,recurrent
805,26,91434.2,2017-11-30,98199.2,recurrent
806,26,98613.9,2017-12-31,105378.9,recurrent
807,26,77470.8,2018-01-31,84235.8,recurrent
808,26,97581.0,2018-02-28,104346.0,recurrent
809,26,97571.1,2018-03-31,104336.1,recurrent
810,26,107303.9,2018-04-30,114068.9,recurrent
811,26,105466.9,2018-05-31,112231.9,recurrent
812,26,106574.6,2018-06-30,113339.6,recurrent
813,26,96004.7,2018-07-31,102769.7,recurrent
814,26,111486.1,2018-08-31,118251.1,recurrent
815,26,95022.4,2018-09-30,101787.4,recurrent
816,26,106282.0,2018-10-31,113047.0,recurrent
817,26,110603.9,2018-11-30,117368.9,recurrent
818,26,109637.0,2018-12-31,116402.0,recurrent
819,26,97025.5,2019-01-31,103790.5,recurrent
820,26,93899.3,2019-02-28,100664.3,recurrent
821,26,103666.2,2019-03-31,110431.2,recurrent
822,26,110617.1,2019-04-30,117382.1,recurrent
823,26,102708.1,2019-05-31,109473.1,recurrent
824,26,83967.4,2019-06-30,90732.4,recurrent
825,26,117880.4,2019-07-31,124645.4,recurrent
826,26,111459.7,2019-08-31,118224.7,recurrent
827,26,118393.0,2019-09-30,125158.0,recurrent
828,26,90772.0,2019-10-31,97537.0,recurrent
829,26,78535.6,2019-11-30,85300.6,recurrent
830,26,101090.0,2019-12-31,107855.0,recurrent
831,26,116084.1,2020-01-31,122849.1,recurrent
832,26,84414.0,2020-02-29,91179.0,recurrent
833,26,106942.0,2020-03-31,113707.0,recurrent
834,26,105370.1,2020-04-30,112135.1,recurrent
835,26,100360.7,2020-05-31,107125.7,recurrent
836,26,91513.4,2020-06-30,98278.4,recurrent
837,26,94383.3,2020-07-31,101148.3,recurrent
838,26,114043.6,2020-08-31,120808.6,recurrent
839,26,84935.4,2020-09-30,91700.4,recurrent
840,26,90752.2,2020-10-31,97517.2,recurrent
841,26,89501.5,2020-11-30,96266.5,recurrent
842,26,96926.5,2020-12-31,103691.5,recurrent
843,26,89642.3,2021-01-31,96407.3,recurrent
844,26,117993.7,2021-02-28,124758.7,recurrent
845,26,108616.2,2021-03-31,115381.2,recurrent
846,26,96289.6,2021-04-30,103054.6,recurrent
847,26,117339.2,2021-05-31,124104.2,recurrent
848,26,114880.7,2021-06-30,121645.7,recurrent
849,26,95168.7,2021-07-31,101933.7,recurrent
850,26,98145.3,2021-08-31,104910.3,recurrent
851,26,107933.1,2021-09-30,114698.1,recurrent
852,26,97642.6,2021-10-31,104407.6,recurrent
853,26,97764.7,2021-11-30,104529.7,recurrent
854,26,96984.8,2021-12-31,103749.8,recurrent
855,26,96357.8,2022-01-31,103122.8,recurrent
856,26,86326.9,2022-02-28,93091.9,recurrent
857,26,13477.2,2022-03-31,20242.2,recurrent
858,27,36260.4,2014-12-31,37760.4,recurrent
859,27,174579.9,2015-01-31,176079.9,recurrent
860,27,157974.3,2015-02-28,159474.3,recurrent
861,27,155035.1,2015-03-31,156535.1,recurrent
862,27,160961.9,2015-04-30,162461.9,recurrent
863,27,159245.9,2015-05-31,160745.9,recurrent
864,27,150426.1,2015-06-30,151926.1,recurrent
865,27,174958.3,2015-07-31,176458.3,recurrent
866,27,173750.5,2015-08-31,175250.5,recurrent
867,27,171735.3,2015-09-30,173235.3,recurrent
868,27,187299.2,2015-10-31,188799.2,recurrent
869,27,151061.9,2015-11-30,152561.9,recurrent
870,27,162672.4,2015-12-31,164172.4,recurrent
871,27,183187.4,2016-01-31,184687.4,recurrent
872,27,165717.2,2016-02-29,167217.2,recurrent
873,27,149728.7,2016-03-31,151228.7,recurrent
874,27,183159.9,2016-04-30,184659.9,recurrent
875,27,176111.1,2016-05-31,177611.1,recurrent
876,27,175245.4,2016-06-30,176745.4,recurrent
877,27,166068.1,2016-07-31,167568.1,recurrent
878,27,184734.0,2016-08-31,186234.0,recurrent
879,27,155298.0,2016-09-30,156798.0,recurrent
880,27,195215.9,2016-10-31,196715.9,recurrent
881,27,189985.4,2016-11-30,191485.4,recurrent
882,27,156517.9,2016-12-31,158017.9,recurrent
883,27,165261.8,2017-01-31,166761.8,recurrent
884,27,146858.8,2017-02-28,148358.8,recurrent
885,27,168564.0,2017-03-31,170064.0,recurrent
886,27,144832.6,2017-04-30,146332.6,recurrent
887,27,155931.6,2017-05-31,157431.6,recurrent
888,27,145824.8,2017-06-30,147324.8,recurrent
889,27,169039.2,2017-07-31,170539.2,recurrent
890,27,181332.8,2017-08-31,182832.8,recurrent
891,27,172780.3,2017-09-30,174280.3,recurrent
892,27,171406.4,2017-10-31,172906.4,recurrent
893,27,154778.8,2017-11-30,156278.8,recurrent
894,27,151158.7,2017-12-31,152658.7,recurrent
895,27,170077.6,2018-01-31,171577.6,recurrent
896,27,147330.7,2018-02-28,148830.7,recurrent
897,27,155268.3,2018-03-31,156768.3,recurrent
898,27,169493.5,2018-04-30,170993.5,recurrent
899,27,158570.5,2018-05-31,160070.5,recurrent
900,27,168146.0,2018-06-30,169646.0,recurrent
901,27,173962.8,2018-07-31,175462.8,recurrent
902,27,151981.5,2018-08-31,153481.5,recurrent
903,27,154808.5,2018-09-30,156308.5,recurrent
904,27,187270.6,2018-10-31,188770.6,recurrent
905,27,142722.8,2018-11-30,144222.8,recurrent
906,27,181219.5,2018-12-31,182719.5,recurrent
907,27,182481.2,2019-01-31,183981.2,recurrent
908,27,159377.9,2019-02-28,160877.9,recurrent
909,27,162204.9,2019-03-31,163704.9,recurrent
910,27,150777.0,2019-04-30,152277.0,recurrent
911,27,174874.7,2019-05-31,176374.7,recurrent
912,27,174123.4,2019-06-30,175623.4,recurrent
913,27,167868.8,2019-07-31,169368.8,recurrent
914,27,136954.4,2019-08-31,138454.4,recurrent
915,27,158182.2,2019-09-30,159682.2,recurrent
916,27,203772.8,2019-10-31,205272.8,recurrent
917,27,159970.8,2019-11-30,161470.8,recurrent
918,27,171580.2,2019-12-31,173080.2,recurrent
919,27,168483.7,2020-01-31,169983.7,recurrent
920,27,178497.0,2020-02-29,179997.0,recurrent
921,27,162175.2,2020-03-31,163675.2,recurrent
922,27,153032.0,2020-04-30,154532.0,recurrent
923,27,188602.7,2020-05-31,190102.7,recurrent
924,27,141043.1,2020-06-30,142543.1,recurrent
925,27,154579.7,2020-07-31,156079.7,recurrent
926,27,157408.9,2020-08-31,158908.9,recurrent
927,27,161091.7,2020-09-30,162591.7,recurrent
928,27,162438.1,2020-10-31,163938.1,recurrent
929,27,168441.9,2020-11-30,169941.9,recurrent
930,27,170786.0,2020-12-31,172286.0,recurrent
931,27,155842.5,2021-01-31,157342.5,recurrent
932,27,142418.1,2021-02-28,143918.1,recurrent
933,27,164993.4,2021-03-31,166493.4,recurrent
934,27,156396.9,2021-04-30,157896.9,recurrent
935,27,179989.7,2021-05-31,181489.7,recurrent
936,27,159584.7,2021-06-30,161084.7,recurrent
937,27,158231.7,2021-07-31,159731.7,recurrent
938,27,181043.5,2021-08-31,182543.5,recurrent
939,27,140384.2,2021-09-30,141884.2,recurrent
940,27,177821.6,2021-10-31,179321.6,recurrent
941,27,187976.8,2021-11-30,189476.8,recurrent
942,27,169925.8,2021-12-31,171425.8,recurrent
943,27,164567.7,2022-01-31,166067.7,recurrent
944,27,156704.9,2022-02-28,158204.9,recurrent
945,27,21745.9,2022-03-31,23245.9,recurrent
946,28,71204.1,2013-03-31,77969.1,recurrent
947,28,166689.6,2013-04-30,173454.6,recurrent
948,28,182538.4,2013-05-31,189303.4,recurrent
949,28,177695.1,2013-06-30,184460.1,recurrent
950,28,170756.3,2013-07-31,177521.3,recurrent
951,28,157859.9,2013-08-31,164624.9,recurrent
952,28,168895.1,2013-09-30,175660.1,recurrent
953,28,164620.5,2013-10-31,171385.5,recurrent
954,28,155379.4,2013-11-30,162144.4,recurrent
955,28,175371.9,2013-12-31,182136.9,recurrent
956,28,156462.9,2014-01-31,163227.9,recurrent
957,28,140753.8,2014-02-28,147518.8,recurrent
958,28,175672.2,2014-03-31,182437.2,recurrent
959,28,186165.1,2014-04-30,192930.1,recurrent
960,28,146861.0,2014-05-31,153626.0,recurrent
961,28,162680.1,2014-06-30,169445.1,recurrent
962,28,158287.8,2014-07-31,165052.8,recurrent
963,28,187786.5,2014-08-31,194551.5,recurrent
964,28,173175.2,2014-09-30,179940.2,recurrent
965,28,170997.2,2014-10-31,177762.2,recurrent
966,28,173404.0,2014-11-30,180169.0,recurrent
967,28,180504.5,2014-12-31,187269.5,recurrent
968,28,135903.9,2015-01-31,142668.9,recurrent
969,28,162709.8,2015-02-28,169474.8,recurrent
970,28,174363.2,2015-03-31,181128.2,recurrent
971,28,181042.4,2015-04-30,187807.4,recurrent
972,28,155414.6,2015-05-31,162179.6,recurrent
973,28,157478.2,2015-06-30,164243.2,recurrent
974,28,154345.4,2015-07-31,161110.4,recurrent
975,28,176195.8,2015-08-31,182960.8,recurrent
976,28,160957.5,2015-09-30,167722.5,recurrent
977,28,180923.6,2015-10-31,187688.6,recurrent
978,28,168564.0,2015-11-30,175329.0,recurrent
979,28,182646.2,2015-12-31,189411.2,recurrent
980,28,167917.2,2016-01-31,174682.2,recurrent
981,28,149886.0,2016-02-29,156651.0,recurrent
982,28,189140.6,2016-03-31,195905.6,recurrent
983,28,160862.9,2016-04-30,167627.9,recurrent
984,28,186462.1,2016-05-31,193227.1,recurrent
985,28,183236.9,2016-06-30,190001.9,recurrent
986,28,178604.8,2016-07-31,185369.8,recurrent
987,28,162327.0,2016-08-31,169092.0,recurrent
988,28,153874.6,2016-09-30,160639.6,recurrent
989,28,160106.1,2016-10-31,166871.1,recurrent
990,28,154068.2,2016-11-30,160833.2,recurrent
991,28,164458.8,2016-12-31,171223.8,recurrent
992,28,184726.3,2017-01-31,191491.3,recurrent
993,28,161484.4,2017-02-28,168249.4,recurrent
994,28,179547.5,2017-03-31,186312.5,recurrent
995,28,182815.6,2017-04-30,189580.6,recurrent
996,28,148029.2,2017-05-31,154794.2,recurrent
997,28,146762.0,2017-06-30,153527.0,recurrent
998,28,146289.0,2017-07-31,153054.0,recurrent
999,28,159295.4,2017-08-31,166060.4,recurrent
1000,28,165710.6,2017-09-30,172475.6,recurrent
1001,28,159076.5,2017-10-31,165841.5,recurrent
1002,28,193770.5,2017-11-30,200535.5,recurrent
1003,28,179467.2,2017-12-31,186232.2,recurrent
1004,28,146845.6,2018-01-31,153610.6,recurrent
1005,28,182365.7,2018-02-28,189130.7,recurrent
1006,28,160525.2,2018-03-31,167290.2,recurrent
1007,28,157777.4,2018-04-30,164542.4,recurrent
1008,28,150101.6,2018-05-31,156866.6,recurrent
1009,28,150287.5,2018-06-30,157052.5,recurrent
1010,28,159357.0,2018-07-31,166122.0,recurrent
1011,28,143717.2,2018-08-31,150482.2,recurrent
1012,28,162335.8,2018-09-30,169100.8,recurrent
1013,28,166921.7,2018-10-31,173686.7,recurrent
1014,28,151438.1,2018-11-30,158203.1,recurrent
1015,28,166014.2,2018-12-31,172779.2,recurrent
1016,28,155739.1,2019-01-31,162504.1,recurrent
1017,28,156169.2,2019-02-28,162934.2,recurrent
1018,28,170640.8,2019-03-31,177405.8,recurrent
1019,28,207179.5,2019-04-30,213944.5,recurrent
1020,28,190967.7,2019-05-31,197732.7,recurrent
1021,28,172756.1,2019-06-30,179521.1,recurrent
1022,28,139826.5,2019-07-31,146591.5,recurrent
1023,28,145979.9,2019-08-31,152744.9,recurrent
1024,28,146917.1,2019-09-30,153682.1,recurrent
1025,28,164759.1,2019-10-31,171524.1,recurrent
1026,28,162626.2,2019-11-30,169391.2,recurrent
1027,28,182059.9,2019-12-31,188824.9,recurrent
1028,28,170183.2,2020-01-31,176948.2,recurrent
1029,28,122925.0,2020-02-29,129690.0,recurrent
1030,28,186646.9,2020-03-31,193411.9,recurrent
1031,28,158614.5,2020-04-30,165379.5,recurrent
1032,28,162349.0,2020-05-31,169114.0,recurrent
1033,28,187673.2,2020-06-30,194438.2,recurrent
1034,28,176089.1,2020-07-31,182854.1,recurrent
1035,28,164727.2,2020-08-31,171492.2,recurrent
1036,28,176884.4,2020-09-30,183649.4,recurrent
1037,28,170117.2,2020-10-31,176882.2,recurrent
1038,28,158480.3,2020-11-30,165245.3,recurrent
1039,28,163072.8,2020-12-31,169837.8,recurrent
1040,28,155312.3,2021-01-31,162077.3,recurrent
1041,28,175776.7,2021-02-28,182541.7,recurrent
1042,28,175739.3,2021-03-31,182504.3,recurrent
1043,29,0.0,2014-04-30,1100.0,recurrent
1044,29,0.0,2014-05-31,1100.0,recurrent
1045,29,0.0,2014-06-30,1100.0,recurrent
1046,29,0.0,2014-07-31,1100.0,recurrent
1047,29,0.0,2014-08-31,1100.0,recurrent
1048,29,0.0,2014-09-30,1100.0,recurrent
1049,29,0.0,2014-10-31,1100.0,recurrent
1050,29,0.0,2014-11-30,1100.0,recurrent
1051,29,0.0,2014-12-31,1100.0,recurrent
1052,29,0.0,2015-01-31,1100.0,recurrent
1053,29,0.0,2015-02-28,1100.0,recurrent
1054,29,0.0,2015-03-31,1100.0,recurrent
1055,29,0.0,2015-04-30,1100.0,recurrent
1056,29,0.0,2015-05-31,1100.0,recurrent
1057,29,0.0,2015-06-30,1100.0,recurrent
1058,29,0.0,2015-07-31,1100.0,recurrent
1059,29,0.0,2015-08-31,1100.0,recurrent
1060,29,0.0,2015-09-30,1100.0,recurrent
1061,29,0.0,2015-10-31,1100.0,recurrent
1062,29,0.0,2015-11-30,1100.0,recurrent
1063,29,0.0,2015-12-31,1100.0,recurrent
1064,29,0.0,2016-01-31,1100.0,recurrent
1065,29,0.0,2016-02-29,1100.0,recurrent
1066,29,0.0,2016-03-31,1100.0,recurrent
1067,29,0.0,2016-04-30,1100.0,recurrent
1068,29,0.0,2016-05-31,1100.0,recurrent
1069,29,0.0,2016-06-30,1100.0,recurrent
1070,29,0.0,2016-07-31,1100.0,recurrent
1071,29,0.0,2016-08-31,1100.0,recurrent
1072,29,0.0,2016-09-30,1100.0,recurrent
1073,29,0.0,2016-10-31,1100.0,recurrent
1074,29,0.0,2016-11-30,1100.0,recurrent
1075,29,0.0,2016-12-31,1100.0,recurrent
1076,29,0.0,2017-01-31,1100.0,recurrent
1077,29,0.0,2017-02-28,1100.0,recurrent
1078,29,0.0,2017-03-31,1100.0,recurrent
1079,29,0.0,2017-04-30,1100.0,recurrent
